 ;pred_rewards_model_0;pred_rewards_model_1;pred_rewards_model_2;pred_rewards_model_3;pred_rewards_model_4;pred_rewards_model_5;pred_rewards_model_6;pred_rewards_model_7;pred_rewards_model_8;pred_rewards_model_9;pred_rewards_model_10;pred_rewards_model_11;pred_rewards_model_12;pred_rewards_model_13;pred_rewards_model_14;pred_rewards_model_15;pred_rewards_model_16;pred_rewards_model_17;pred_rewards_model_18;pred_rewards_model_19
;-136.8439655;-136.6764007;-136.6764007;-794.4865118;-149.6179483;-154.45549939999998;-149.72429360000004;-190.54920869999998;-153.00695029999997;-135.0835378;-137.8465539;-140.30263430000002;-136.6764007;-408.6259086;-698.0588967;-347.97181439999997;-175.29134430000002;-645.7998191;-136.6764007;-361.02620399999995
