 ;pred_rewards_model_0;pred_rewards_model_1;pred_rewards_model_2;pred_rewards_model_3;pred_rewards_model_4;pred_rewards_model_5;pred_rewards_model_6;pred_rewards_model_7;pred_rewards_model_8;pred_rewards_model_9;pred_rewards_model_10;pred_rewards_model_11;pred_rewards_model_12;pred_rewards_model_13;pred_rewards_model_14;pred_rewards_model_15;pred_rewards_model_16;pred_rewards_model_17;pred_rewards_model_18;pred_rewards_model_19
;-136.584802;-136.6764007;-136.6764007;-136.53770160000002;-136.6764007;-420.23626570000005;-138.7465069;-584.5277344;-136.6764007;-136.4855083;-136.6764007;-143.7101809;-142.3355598;-136.6764007;-133.3801595;-136.6764007;-138.1350463;-136.6764007;-135.86221749999999;-136.6764007
