 ;pred_rewards_model_0;pred_rewards_model_1;pred_rewards_model_2;pred_rewards_model_3;pred_rewards_model_4;pred_rewards_model_5;pred_rewards_model_6;pred_rewards_model_7;pred_rewards_model_8;pred_rewards_model_9;pred_rewards_model_10;pred_rewards_model_11;pred_rewards_model_12;pred_rewards_model_13;pred_rewards_model_14;pred_rewards_model_15;pred_rewards_model_16;pred_rewards_model_17;pred_rewards_model_18;pred_rewards_model_19
;125.70676289999999;208.4868955;16.144842299999997;44.185318;152.8985116;127.1652347;-32.70209279999999;111.48070620000001;164.02463659999998;176.73940899999997;122.0677969;145.99019180000002;92.8637922;163.9490747;185.11615139999998;149.759129;86.0416481;111.20940770000001;34.714955700000004;131.3005222
