 ;pred_rewards_model_0;pred_rewards_model_1;pred_rewards_model_2;pred_rewards_model_3;pred_rewards_model_4;pred_rewards_model_5;pred_rewards_model_6;pred_rewards_model_7;pred_rewards_model_8;pred_rewards_model_9;pred_rewards_model_10;pred_rewards_model_11;pred_rewards_model_12;pred_rewards_model_13;pred_rewards_model_14;pred_rewards_model_15;pred_rewards_model_16;pred_rewards_model_17;pred_rewards_model_18;pred_rewards_model_19
;135.30582859999998;96.5120906;158.1702417;223.5767989;201.268768;57.4515794;101.7380621;126.10439779999999;191.3788177;161.3902104;16.652439299999998;86.4705261;222.59115110000002;180.2040129;207.6127235;100.03278700000001;146.5799682;161.6943001;96.9967314;161.7622035
