Mutation;[-5.625, 0.6];[-10.625, 0.6];[-10.0, 0.4125];[-10.0, 4.24375];[-10.0, 0.6];[-10.546875, 3.7882812500000003];[-5.625, 0.4125];[-6.71875, 3.3328125];Total;Properties
PAC_ReLU-RN_1.0;True;False;False;True;True;True;True;True;6;Non-subsuming
